>AA|ECRITURE IMMO|19 430 336 301,00|19 430 336 301,00
53201140|Caisse Chattelerault|30 473,50|0,00
53201145|Caisse Joué/Charnie|24 768,00|16 904,00
53201150|Caisse Ferté Bernard|16 777,00|16 777,00
53201170|Caisse Monnaie|177,50|0,00
53201180|Caisse Orléans|49 809,00|0,00
53201185|Caisse P.C.I.|7 622,50|7 622,50
53201186|Caisse  ST Romain|541,00|0,00
53201190|Caisse Tours|151 031,00|0,00
53201193|Caisse Vierzon|30 489,50|9 787,50
53201195|Caisse Vivy|5 008,50|5 008,50
53202170|Caisse Le Mans Mag.|7 622,50|7 622,50
53202180|Caisse Orléans Mag.|11 433,50|11 433,50
53300100|FDR VILLEFRANCHE/CHE|780 705,00|0,00
53300110|FDR CHEMERY|125 620,00|0,00
53300130|FDR ST ROMAIN/CHER|700 555,00|0,00
53300140|FDR BLERE|773 880,00|0,00
53300150|FDR ESVRES|654 170,00|0,00
53300160|FDR VEIGNE|927 480,00|0,00
53300500|FDR ORLEANS CENTRE|709 915,00|0,00
53300520|FDR OLIVET|1 037 045,00|0,00
53300530|FDR LAMOTTE BEUVRON|417 695,00|0,00
53300540|FDR SALBRIS|416 785,00|0,00
53300550|FDR VIERZON NORD|1 784 640,00|0,00
53300560|FDR VIERZON EST|460 220,00|0,00
53300570|FDR BOURGES OUEST|885 960,00|0,00
53301310|FDR MARESCHE|388 310,00|0,00
53301330|FDR ROUESSE FONTAINE|291 120,00|0,00
53301420|FDR ALENCON NORD|652 375,00|0,00
53301430|FDR ALANCON SUD|379 230,00|0,00
53301510|FDR AUVOURS|733 860,00|0,00
53301530|FDR PARIGNE L EVEQUE|294 175,00|0,00
53301680|FDR ECOMMOY|276 270,00|0,00
53301690|FDR MONTABON|203 035,00|0,00
53301770|FDR ST CHRISTOPHE|1 521 625,00|0,00
53301980|FDR DOURDAN SORTIE|458 115,00|0,00
53301990|FDR DOURDAN ENTREE|434 430,00|0,00
53302700|FDR ANCENIS BARRIERE|2 631 025,00|0,00
53302710|FDR ANCENIS NORD|485 195,00|0,00
53302720|FDR ANCENIS SUD|462 490,00|0,00
53302730|FDR VIEILLEVILLE|313 160,00|0,00
53302740|FDR ST GERMAIN DES P|112 640,00|0,00
53302800|FDR ST JEAN DE LINIE|130 885,00|0,00
53303020|FDR ALLAINVILLE|545 935,00|0,00
53303040|FDR ALLAINES|698 605,00|0,00
53303060|FDR ARTENAY|1 198 375,00|0,00
53303080|FDR ORLEANS NORD|864 870,00|0,00
53303120|FDR MEUNG|427 560,00|0,00
53303140|FDR MER|442 245,00|0,00
53303160|FDR BLOIS|764 355,00|0,00
53303180|FDR AMBOISE CHATEAU|593 175,00|0,00
53303200|FDR MONNAIE|4 416 565,00|0,00
53304780|FDR NEUILLE PONT PIE|195 085,00|0,00
53304840|FDR MONTS-SORIGNY|433 105,00|0,00
53304850|FDR LA THIBAUDIERE|683 490,00|0,00
53304860|FDR TOURS NORD|1 086 815,00|0,00
53304900|FDR CHAMBRAY|575 795,00|0,00
53305220|FDR SORIGNY|2 249 175,00|0,00
53305240|FDR ST MAURE|490 725,00|0,00
53305260|FDR CHATELLERAULT NO|859 155,00|0,00
53305280|FDR CHATELLERAULT SU|793 455,00|0,00
53305290|FDR FUTUROSCOPE|698 850,00|0,00
53305300|FDR POITIERS NORD|1 409 405,00|0,00
53305320|FDR POITIERS SUD|1 439 700,00|0,00
53306010|FDR ST ARNOULT|5 282 045,50|0,00
53306030|FDR ABLIS|573 000,00|0,00
53306050|FDR CHARTRES EST NOR|692 675,00|0,00
53306070|FDR THIVARS NORD|355 935,00|0,00
53306090|FDR LUIGNY|323 055,00|0,00
53306100|FDR CHARTRES EST SUD|269 175,00|0,00
53306110|FDR LA FERTE BERNARD|659 670,00|0,00
53306140|FDR THIVARS SUD|304 910,00|0,00
53306150|FDR LE MANS NORD|795 275,00|0,00
53306170|FDR LE MANS OUEST|484 595,00|0,00
53307110|FDR RUEIL-MALMAISON|1 354 300,00|0,00
53307120|FDR VAUCRESSON|787 850,00|0,00
53307130|FDR PONT COLBERT|799 810,00|0,00
53308190|FDR JOUE EN CHARNIE|287 550,00|0,00
53308210|FDR VAIGES|233 630,00|0,00
53308230|FDR LAVAL EST|278 550,00|0,00
53308250|FDR LAVAL OUEST|296 325,00|0,00
53308270|FDR LA GRAVELLE|1 369 535,00|0,00
53309580|FDR BEAUFORT|97 315,00|0,00
53309590|FDR LONGUE|83 085,00|0,00
53309600|FDR VIVY|795 755,00|0,00
53309670|FDR BOURGUEIL|259 760,00|0,00
53309680|FDR RESTIGNE|1 408 295,00|0,00
53511000|Recettes en coffre|968 926 839,00|935 886 969,00
53600100|Recettes CB CM|305 669 805,50|158 616 725,50
53600500|Recettes ANVC|126 249 634,00|126 249 634,00
54003212|BNP Ancenis|0,00|12 875,00
54003230|BNP Chartres|3 460,50|3 460,50
54003250|BNP Le Mans|29 311,00|30 116,00
54003260|BNP Laval|15 610,50|15 610,50
54003280|BNP Orléans|68 767,00|68 767,00
54003290|BNP Tours|0,00|36 010,00
54003291|BNP Reuil|0,00|56 680,00
54003785|Sociét.Gle.Rambouil.|25 892,00|25 892,00
54003793|Sociét.Gale.Vierzon|53 093,00|53 093,00
54014911|ARDIAL Alençon|1 756 975,00|1 756 975,00
54024921|Brink's Bourges|1 501 623,00|1 501 623,00
54024930|Brink's Chartres|907 071,50|907 071,50
54024960|Brink's Laval|7 134 614,50|7 134 614,50
54024975|Brink's Nantes|1 077 662,00|1 077 662,00
54024990|Brink's Tours|5 522 465,50|5 522 465,50
54035910|Fds.Caisse Ablis|2 317 225,00|2 317 225,00
54035912|Fds.Caisse Ancenis|1 989 459,50|1 989 459,50
54035920|Fds.Caisse Blois|458 109,50|458 109,50
54035930|Fds.Caisse Chartres|320 143,00|320 143,00
54035940|Fds.Caisse Chatell.|611 320,50|611 320,50
54035945|Fds.Caisse Joue|383 028,00|383 028,00
54035950|Fds.Caisse La Ferte|297 275,50|297 275,50
54035960|Fds.Caisse Laval|1 448 265,50|1 448 265,50
54035980|Fds.Caisse Orléans|956 617,50|956 617,50
54035990|Fds.Caisse Tours|3 506 327,50|3 506 327,50
54035993|Fds.Caisse Vierzon|994 730,00|994 730,00
58010100|Sortie FDR VILLEFRAN|0,00|112 625,00
58010110|Sortie FDR CHEMERY|0,00|72 475,00
58010130|Sortie FDR ST ROMAIN|0,00|58 205,00
58010140|Sortie FDR BLERE|0,00|68 850,00
58010150|Sortie FDR ESVRES|0,00|67 595,00
58010160|Sortie FDR VEIGNE|0,00|919 785,00
58010500|Sortie FDR ORLEANS C|0,00|164 615,00
58010520|Sortie FDR OLIVET|0,00|182 915,00
58011310|Sortie FDR MARESCHE|0,00|33 880,00
58011330|Sortie FDR ROUESSE|33 880,00|0,00
58011510|Sortie FDR AUVOURS|18 050,00|0,00
58011530|Sortie FDR PARIGNE|22 295,00|0,00
58011680|Sortie FDR ECOMMOY|78 345,00|0,00
58011690|Sortie FDR MONTABON|0,00|14 655,00
58013040|Sortie FDR ALLAINES|0,00|166 315,00
58013060|Sortie FDR ARTENAY|0,00|222 025,00
58013120|Sortie FDR MEUNG|52 115,00|0,00
58013200|Sortie FDR MONNAIE|810,00|0,00
58014900|Sortie FDR CHAMBRAY|6 440,00|0,00
58015320|Sortie FDR POITIERSS|46 500,00|0,00
58016110|Sortie FDR LA FERTE|168 385,00|0,00
58018210|Sortie FDR VAIGES|0,00|15,00
58100000|Vrts.de fonds|34 301 028,50|34 301 028,50
58101000|Vrts.NDF|1 188 819 242,50|1 188 819 242,50
58102000|Vrts.Fds. Caisses|36 262,00|36 262,00
>ZR|RAPPRO.BANCAIRE|415 174 046 077,50|415 174 046 077,50
16415000|Emp.BEI mars 2002|250 000 000,00|0,00
16611900|Emp.FCP 26,25Me 5/13|806 250 000,00|0,00
16884950|Int/Emp. avril 2003|1 575 000 000,00|0,00
16884951|Int/SWAP-04/03-SG510|0,00|500 350 000,00
16884953|Int/SWAP-04/03-SG555|0,00|504 100 000,00
16884959|Int/SWAP Avril 2010|73 368 750,00|73 368 750,00
16884990|ICNE Crédit Syndiqué|16 734 375,00|0,00
40111000|Fournisseurs|43 714 457,50|12 432 264,00
41111000|Clients Abonnés|2 599 153,50|227 443 011,50
41111100|Clients  TIS-PL|0,00|6 933 353 175,50
41112000|Clts Abt Contentieux|0,00|476 313,50
41115000|Clients Autres|11 194 282,50|119 259 187,00
41611000|Clts.Douteux Abonnés|0,00|60 906,50
41911000|Dépts.Garant.Abonnés|22 867,50|118 010,00
42111000|Rémunérations dues|1 022 010 704,00|0,00
42511000|Pers:Notes de frais|88 864,50|0,00
42525100|Indemnités IJSS|382 439 971,50|414 523 110,00
42525200|Acomptes sur salaire|1 880 600,00|0,00
42525400|Prêts au personnel|35 000,00|0,00
42527000|Saisies /oppositions|331 450,00|0,00
42611000|Plan d'Epargne|159 499 005,00|0,00
42841000|Prov.participat.Sal.|217 337 070,50|0,00
42842000|Intéressement .Sal.|25 811 834,00|0,00
43111000|URSSAF (Sté.Sle.)|843 419 900,00|5 222 770,50
43711000|REUNICA|11 867 391,50|11 867 391,50
43731000|PREVOYANCE COURCELLE|4 386,00|0,00
43741100|C.F.E.|356 275,00|0,00
43781000|ANCV Chèq.Vacances|14 156 200,00|0,00
43862000|Ch.à Pay.Format.Prof|7 418 650,00|0,00
44566019|TVA Biens/Serv.(19,6|800 773,50|0,00
44566020|TVA DED DEBIT B&S20%|59 373 048,00|57 254 668,00
44571018|TVA coll.19,60 Péag.|877 401,50|466 159,50
44571120|TVA coll.dbt 20%Péag|4 677 462,00|637 676,50
44732000|Taxe Prof./CET|416 354 400,00|0,00
44732500|Taxe foncieres|34 738 650,00|0,00
45108000|CC Vinci Autoroutes|62 237 500 000,00|42 938 979 300,00
46702777|Clients Partages|0,00|83 800 555,00
46703400|Liber'T-Transv.Poit|0,00|55 594,50
46703600|Liber'T-cartes TOTAL|1 500,00|0,00
46704977|Clients Rétrocession|0,00|2 455 912 948,50
46709400|UNEDIC - CATS|16 064 084,00|0,00
46861100|Charges à payer -|31 033 641,50|11 867 391,50
47511100|Divers assurance|45 000 000,00|45 011 797,50
50311400|Actions-Titres - CCP|167 490 464,50|167 499 219,50
51110610|V.E.-Sté.Gén. A86|63 467 215,00|168 754 299,50
51110611|V.E.-Sté.Gén.Alençon|12 805 665,00|49 977 327,50
51110612|V.E.-Sté.Gén.Rennes|80 819 184,50|334 612 899,50
51110613|V.E.-Sté.Gén.Angers|12 339 080,00|55 842 995,00
51110621|V.E.-Sté.Gén.Bourges|71 405 640,00|427 796 446,50
51110630|V.E.-Sté.Gén.Chartre|57 401 565,00|153 775 547,50
51110670|V.E.-Sté.Gén.Le Mans|73 947 805,00|308 104 252,00
51110675|V.E.-Sté.Gén.Nantes|94 876 370,50|359 758 005,50
51110680|V.E.-Sté.Gén.Orléans|358 609 700,00|2 016 725 324,00
51110682|V.E.-Sté.Gén.Poitier|71 475 515,00|274 349 646,50
51110690|V.E.-Sté.Gén.Tours|406 179 826,50|2 154 383 857,50
51115612|A/V.dev.Sté.Gl.Renne|0,00|59 885,00
51115613|A/V.dev.Sté.Gl.Ange.|0,00|3 195,00
51115621|A/V.dev.Sté.Gl.Bour.|0,00|86 552,00
51115630|A/V.dev.Sté.Gl.Char.|0,00|6 819,50
51115670|A/V.dev.Sté.Gl.Mans|0,00|37 590,50
51115675|A/V.dev.Sté.Gl.Nant.|0,00|11 765,50
51115680|A/V.dev.Sté.Gl.Orl.|0,00|219 734,00
51115682|A/V.dev.S.G.Poitiers|0,00|11 155,00
51115690|A/V.dev.Sté.Gl.Tours|0,00|333 295,50
51120100|R.C.-BNP-PAR.Kléber|265 441,00|624 966 308,00
51120101|R.C.-BNP-PAR.Klé- RC|0,00|21 154 344,00
51120610|R.C.-Sté.Gén. A86|0,00|330 700,00
51120612|R.C.-Sté.Gén.Rennes|0,00|4 398 767,50
51120613|R.C.-Sté.Gén.Angers|0,00|234 855,00
51120621|R.C.-Sté.Gén.Bourg.|0,00|2 363 398,00
51120630|R.C.-Sté.Gén.Chartr.|22 000,00|306 770,00
51120670|R.C.-Sté.Gén.LeMans|0,00|2 099 300,00
51120675|R.C.-Sté.Gén.Nantes|0,00|2 435 280,00
51120680|R.C.-Sté.Gén.Orléans|0,00|15 712 141,50
51120682|R.C.-Sté.Gén.Poitier|0,00|830 510,00
51120690|R.C.-Sté.Gén.Tours|156 910,00|9 220 860,00
51125100|C.P.-BNP-PAR.Kléber|181 409 239,00|2 063 104,00
51125712|CHQ PAYE BNP NANTES|1 752 751,00|3 370,00
51125750|CHQ PAYE BNP LE MANS|5 325,00|0,00
51125780|CHQ PAYE BNP ORLEANS|210 936,00|0,00
51125785|C.P.-S.G.Ramb.Accr.|54 759,50|0,00
51125790|CHQ PAYE BNP TOURS|6 884 549,50|10 152,00
51125791|CHQ PAYE BNP RUEIL|6 797 277,50|162 835,50
51129100|Impy.-BNP-PAR.Kléber|77 295,00|23 730,00
51129101|Imp-BNP-PAR.Klé. RC|320 524,00|225 476,00
51129621|Impy.-Sté.Gén.Bourg.|11 835,00|10 865,00
51129630|Impy.-Sté.Gén.Chart.|755,00|755,00
51129670|Impy.-Sté.Gén.Mans|10 930,00|5 195,00
51129675|Impy.-Sté.Gén.Nantes|1 045,00|0,00
51129680|Impy.-Sté.Gén.Orléan|77 910,00|47 935,00
51129682|Impy.-S.G.Poitiers|2 285,00|835,00
51129690|Impy.-Sté.Gén.Tours|54 830,00|39 260,00
51130601|Pr.émis.-S.G. CIA|1 964 097,00|11 796 111 956,50
51131100|Pr.dom.-BNP Kléber|305 324 936,00|8 169,50
51131600|Pr.dom.-S.G. Paris|51 229 596,00|0,00
51135102|Cartes bancaires BNP|3 199 180,00|38 546 830,00
51135600|Cartes S.G. Paris|17 935,00|135 235,00
51140100|Vir.-BNP-PAR.Kléber|17 847 385 508,00|844 208 548,50
51140101|Vir.-BNP-PAR.Klé. RC|512 759,00|188 203,50
51140600|Vir.-S.G. Paris|14 944 640 224,50|2 756 080 608,50
51140601|Vir.-S.G. CIA|361 729 332,00|46 630,00
51140675|Vir.-S.G. Nantes|211,50|0,00
51146100|Tr.Etr.-BNP Kléber|36 960,00|9 787 225,50
51146600|Tr.Etr.-S.G. Paris|370 067,00|928 815,00
51149100|Rjet.Vir.BNP Kléber|0,00|490 312,50
51149600|Rjet.Vir.S.G. Paris|96 160,00|255 852,00
51185600|Report S.G Paris|1 078,00|0,00
51189600|Régul. Sté.Gén.Paris|2 886 374,00|5 716 467,50
51196100|Télér-BNP-PAR.Kléber|94 038 000,00|0,00
51196600|Télérégl-S.G. Paris|26 330 194 900,00|34 738 650,00
51203785|SG. accre. Rambouil|56 059,50|56 059,50
51211100|BNP Kléber|20 804 234 236,50|23 805 157 654,50
51211101|BNP Kléber -RC|26 977 712,00|28 407 672,50
51211102|BNP Montparnasse CB|966 677 983,50|961 121 388,50
51211210|CALYON|144 868 750,00|73 368 750,00
51211300|H.S.B.C. Cpt Courant|770 699 705,50|767 022 521,50
51211400|Crédit Mutuel Paris|28 018 992 745,00|28 016 247 478,50
51211600|Sociét.Gle.Paris|114 390 826 873,50|128 005 105 291,00
51211601|Sociét.Gle.Paris CIA|18 369 699 440,50|30 099 047 984,00
51211602|Sociét.Gle.Paris FCP|0,00|350,00
51211700|NBP|0,00|900,00
51212610|Sociét.Gale. A86|220 100 007,00|220 100 007,00
51212611|Sociét.Gale.Alençon|61 018 862,00|61 018 862,00
51212612|Sociét.Gale. Rennes|343 422 637,00|343 423 387,00
51212613|Sociét.Gale.Angers|67 459 523,00|67 460 273,00
51212621|Sociét.Gale.Bourges|481 194 503,00|481 194 503,00
51212630|Sociét.Gale.Chartres|169 040 388,50|169 040 388,50
51212670|Sociét.Gale.Le Mans|366 945 195,50|366 945 195,50
51212675|Sociét.Gale.Nantes|430 384 955,50|430 386 455,50
51212680|Sociét.Gale.Orléans|2 316 679 391,50|2 316 679 391,50
51212682|Sociét.Gale.Poitiers|291 574 883,00|291 574 883,00
51212690|Sociét.Gale.Tours|2 482 232 153,50|2 482 233 153,50
51401000|CCP n°1173111 B 020|401 826 814,50|404 104 614,00
53600100|Recettes CB CM|0,00|27 920 590 621,00
53600200|Recettes CB BNP|6 652 325,00|924 421 090,50
54003212|BNP Ancenis|1 801 349,00|1 790 749,00
54003250|BNP Le Mans|8 335,00|5 495,00
54003280|BNP Orléans|134 486,00|132 451,00
54003290|BNP Tours|7 356 796,00|7 357 118,50
54003291|BNP Reuil|6 506 731,50|6 617 514,50
58103000|Vrts.de fonds|93 313 775 223,50|89 386 165 219,00
62142000|Personnel Détaché|121 312,50|1 595,00
62371000|Pub.publi.relat.publ|3 750,00|0,00
62724000|Serv.crédit syndiqué|50 500 000,00|0,00
62781000|Commis.cartes bleues|154 983 956,50|10 310 371,00
62782000|Commis.sur cautions|354 358,00|0,00
62783000|Commis./ prélèvement|3 288 106,00|2 608 963,50
62783100|Commis./ mouvements|6 983 292,00|0,00
62784000|Commis./ chèq.vacanc|138 356,00|0,00
62785000|Commis./rejet préléV|90 117,00|0,00
62786000|Commis. Cats|42 742,00|0,00
62788000|Commis.diverses|300 996 695,00|295 094 406,50
65412000|Perte/Péages et CB|732 752,50|26 392,50
66116000|Int./ Emprunt|241 647 791,50|0,00
66151000|Agios/ Ct.Ct.|55 317,50|0,00
66611100|Perte Chang./Péages|0,00|519 805,00
66611200|Autr.pertes change|519 805,00|0,00
70611100|Péages Recet.CPC-NRP|609 190,00|1 533 027,50
70612100|Péages C.B. Rejets|27 238 931,50|3 438 078,50
75821000|Rbts./ Sinistres|37 200,00|0,00
75851200|Recettes Dvs.|0,00|17 250,00
76712100|Pdt plct cpte à T VA|1 435,50|1 435,50
76810000|Prod.Financiers/Déri|0,00|180 360 573,00
76811000|Autr.Prod.Financiers|28 808,00|555 713,50
>Dates écritures
2014-01-01|51 413 650
2014-01-02|118 450
2014-01-03|95 500
2014-01-04|300
2014-01-05|4 200
2014-01-06|125 550
2014-01-07|94 700
2014-01-08|83 650
2014-01-09|82 300
2014-01-10|101 550
2014-01-11|17 000
2014-01-12|4 000
2014-01-13|151 100
2014-01-14|118 350
2014-01-15|128 950
2014-01-16|148 250
2014-01-17|6 894 400
2014-01-18|1 600
2014-01-19|17 400
2014-01-20|145 550
2014-01-21|214 250
2014-01-22|115 550
2014-01-23|163 800
2014-01-24|130 950
2014-01-25|2 100
2014-01-26|3 700
2014-01-27|97 200
2014-01-28|132 400
2014-01-29|89 700
2014-01-30|395 750
2014-01-31|12 613 700
2014-02-01|26 171 200
2014-02-02|4 500
2014-02-03|50 100
2014-02-04|50 550
2014-02-05|145 200
2014-02-06|135 450
2014-02-07|106 750
2014-02-08|300
2014-02-09|4 200
2014-02-10|126 750
2014-02-11|142 800
2014-02-12|115 100
2014-02-13|120 600
2014-02-14|202 300
2014-02-15|850
2014-02-16|3 700
2014-02-17|102 450
2014-02-18|131 450
2014-02-19|6 319 700
2014-02-20|189 500
2014-02-21|330 400
2014-02-22|400
2014-02-23|3 500
2014-02-24|122 600
2014-02-25|146 950
2014-02-26|84 500
2014-02-27|460 950
2014-02-28|11 687 250
2014-03-01|25 892 750
2014-03-02|3 700
2014-03-03|46 200
2014-03-04|86 600
2014-03-05|60 450
2014-03-06|69 950
2014-03-07|86 750
2014-03-08|400
2014-03-09|4 000
2014-03-10|120 100
2014-03-11|53 850
2014-03-12|22 100
2014-03-13|102 900
2014-03-14|104 000
2014-03-15|500
2014-03-16|3 900
2014-03-17|109 500
2014-03-18|58 450
2014-03-19|6 242 100
2014-03-20|211 850
2014-03-21|224 050
2014-03-22|200
2014-03-23|4 000
2014-03-24|74 150
2014-03-25|55 750
2014-03-26|34 800
2014-03-27|72 300
2014-03-28|88 550
2014-03-29|1 000
2014-03-30|270 500
2014-03-31|10 624 750
2014-04-01|28 752 450
2014-04-02|180 300
2014-04-03|160 800
2014-04-04|147 750
2014-04-05|3 200
2014-04-06|4 100
2014-04-07|83 600
2014-04-08|109 300
2014-04-09|130 300
2014-04-10|153 850
2014-04-11|184 100
2014-04-12|700
2014-04-13|4 300
2014-04-14|148 250
2014-04-15|118 150
2014-04-16|137 650
2014-04-17|142 950
2014-04-18|6 487 200
2014-04-19|2 000
2014-04-20|5 400
2014-04-21|2 800
2014-04-22|224 700
2014-04-23|141 450
2014-04-24|230 900
2014-04-25|155 050
2014-04-26|800
2014-04-27|4 850
2014-04-28|196 050
2014-04-29|490 350
2014-04-30|11 744 900
2014-05-01|28 619 800
2014-05-02|81 500
2014-05-03|1 400
2014-05-04|3 900
2014-05-05|143 850
2014-05-06|85 250
2014-05-07|56 350
2014-05-08|4 900
2014-05-09|104 550
2014-05-10|6 300
2014-05-11|4 700
2014-05-12|107 750
2014-05-13|123 500
2014-05-14|150 300
2014-05-15|152 800
2014-05-16|161 450
2014-05-17|300
2014-05-18|4 100
2014-05-19|6 890 150
2014-05-20|146 650
2014-05-21|235 300
2014-05-22|154 350
2014-05-23|149 900
2014-05-24|700
2014-05-25|4 500
2014-05-26|124 450
2014-05-27|139 300
2014-05-28|194 550
2014-05-29|6 200
2014-05-30|563 450
2014-05-31|11 988 800
2014-06-01|28 799 400
2014-06-02|63 250
2014-06-03|52 750
2014-06-04|146 800
2014-06-05|66 750
2014-06-06|77 550
2014-06-07|200
2014-06-08|3 400
2014-06-09|1 950
2014-06-10|56 200
2014-06-11|57 550
2014-06-12|139 750
2014-06-13|144 750
2014-06-14|1 200
2014-06-15|4 550
2014-06-16|56 200
2014-06-17|43 150
2014-06-18|50 150
2014-06-19|6 769 750
2014-06-20|153 400
2014-06-21|450
2014-06-22|3 600
2014-06-23|191 850
2014-06-24|53 250
2014-06-25|49 250
2014-06-26|124 100
2014-06-27|92 450
2014-06-28|2 700
2014-06-29|328 500
2014-06-30|11 781 250
2014-07-01|30 861 700
2014-07-02|102 650
2014-07-03|187 800
2014-07-04|142 400
2014-07-05|4 300
2014-07-06|4 000
2014-07-07|166 700
2014-07-08|94 400
2014-07-09|108 750
2014-07-10|151 100
2014-07-11|219 300
2014-07-12|1 900
2014-07-13|5 900
2014-07-14|3 150
2014-07-15|152 400
2014-07-16|109 800
2014-07-17|170 700
2014-07-18|6 876 700
2014-07-19|1 900
2014-07-20|4 950
2014-07-21|161 450
2014-07-22|312 150
2014-07-23|106 650
2014-07-24|157 350
2014-07-25|143 450
2014-07-26|34 800
2014-07-27|4 200
2014-07-28|126 950
2014-07-29|151 700
2014-07-30|478 500
2014-07-31|12 397 400
2014-08-01|30 501 100
2014-08-02|1 300
2014-08-03|4 800
2014-08-04|69 250
2014-08-05|91 150
2014-08-06|32 800
2014-08-07|99 700
2014-08-08|141 350
2014-08-09|800
2014-08-10|5 600
2014-08-11|230 300
2014-08-12|96 600
2014-08-13|116 400
2014-08-14|87 050
2014-08-15|50 350
2014-08-16|1 200
2014-08-17|4 750
2014-08-18|144 800
2014-08-19|6 947 150
2014-08-20|132 950
2014-08-21|278 250
2014-08-22|154 800
2014-08-23|1 250
2014-08-24|4 800
2014-08-25|118 400
2014-08-26|132 900
2014-08-27|73 200
2014-08-28|183 450
2014-08-29|257 700
2014-08-30|303 600
2014-08-31|12 142 100
2014-09-01|31 669 650
2014-09-02|58 200
2014-09-03|40 550
2014-09-04|146 900
2014-09-05|107 100
2014-09-06|1 100
2014-09-07|3 900
2014-09-08|61 450
2014-09-09|54 400
2014-09-10|57 050
2014-09-11|93 950
2014-09-12|121 700
2014-09-13|2 000
2014-09-14|4 300
2014-09-15|53 200
2014-09-16|52 150
2014-09-17|72 200
2014-09-18|77 500
2014-09-19|7 026 600
2014-09-20|1 000
2014-09-21|4 100
2014-09-22|141 000
2014-09-23|287 950
2014-09-24|75 000
2014-09-25|74 150
2014-09-26|174 550
2014-09-27|500
2014-09-28|3 500
2014-09-29|380 000
2014-09-30|11 896 550
2014-10-01|27 478 050
2014-10-02|159 550
2014-10-03|164 200
2014-10-04|250
2014-10-05|7 600
2014-10-06|273 150
2014-10-07|170 500
2014-10-08|128 400
2014-10-09|132 950
2014-10-10|208 350
2014-10-11|700
2014-10-12|4 100
2014-10-13|124 050
2014-10-14|138 250
2014-10-15|102 300
2014-10-16|220 950
2014-10-17|6 341 250
2014-10-18|400
2014-10-19|4 100
